,Unnamed: 0.1,Unnamed: 0,identificación,id_host,latitud,longitud,se adapta,noches_mínimo,noches_maximas,noches_mínimo_avg_ntm,máximas_noches_avg_ntm,disponibilidad_30,disponibilidad_60,disponibilidad_90,disponibilidad_365,número_de_reseñas,número_de_reviews_ltm,número_de_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_comunicación,review_scores_location,review_scores_value,calculado_host_listings_count,listados_host_calculados_recuento_casas_enteras,calculado_host_listings_count_private_rooms,calculado_host_listings_count_shared_rooms
1891,1891,1891,34711364.0,208704098,39.46974,-0.33272,3.0,10.0,1125,10.0,1125.0,21,47,59,136,128.0,33.0,2.0,4.75,4.87,4.69,4.87,4.88,4.63,4.61,5.0,5.0,0.0,0.0
1892,1892,1892,34713465.0,181809211,39.46252,-0.33027,3.0,2.0,35,2.0,1125.0,8,30,58,63,110.0,46.0,5.0,4.87,4.9,4.85,4.96,4.95,4.74,4.77,4.0,4.0,0.0,0.0
1893,1893,1893,34734454.0,261965936,39.463729,-0.330241,4.0,3.0,1125,3.0,1125.0,18,35,62,68,111.0,30.0,0.0,4.75,4.79,4.64,4.88,4.95,4.72,4.61,1.0,1.0,0.0,0.0
1894,1894,1894,34764302.0,251988914,39.4711,-0.3774,6.0,1.0,1125,1.0,30.0,0,0,0,0,39.0,0.0,0.0,4.31,4.44,4.54,4.51,4.36,4.74,4.33,1.0,1.0,0.0,0.0
1895,1895,1895,34808853.0,4945920,39.46354,-0.33966,4.0,30.0,330,23.3,1125.0,2,8,30,90,49.0,25.0,0.0,4.61,4.59,4.67,4.76,4.82,4.73,4.53,4.0,4.0,0.0,0.0
1896,1896,1896,34858220.0,8934535,39.47024,-0.32937,2.0,2.0,25,2.4,25.0,1,9,17,17,126.0,26.0,3.0,4.77,4.88,4.67,4.83,4.9,4.64,4.6,2.0,2.0,0.0,0.0
1897,1897,1897,34861780.0,262817806,39.471,-0.33417,3.4,2.0,30,2.0,30.0,16,36,62,320,43.0,11.0,0.0,4.58,4.65,4.16,4.88,4.84,4.56,4.57,1.0,1.0,0.0,0.0
1898,1898,1898,34955521.0,26067662,39.46646,-0.34081,4.0,3.0,15,3.0,15.0,0,0,0,0,35.0,6.0,1.0,4.54,4.63,4.57,4.74,4.83,4.4,4.43,1.0,1.0,0.0,0.0
1899,1899,1899,34982946.0,198185545,39.48227,-0.32808,6.0,4.0,730,4.0,730.0,9,23,48,319,113.0,23.0,3.0,4.84,4.82,4.68,4.93,4.88,4.76,4.69,2.0,2.0,0.0,0.0
1900,1900,1900,34993595.0,9036540,39.48503,-0.35685,6.0,30.0,1125,30.0,1125.0,29,59,89,89,1.0,0.0,0.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,3.0,2.0,0.0
1901,1901,1901,34994020.0,188175987,39.48017,-0.4028,1.0,7.0,60,6.6,60.0,18,41,71,161,15.0,1.0,0.0,4.93,5.0,5.0,5.0,5.0,4.6,4.87,1.0,0.0,1.0,0.0
1902,1902,1902,35036382.0,26534054,39.45938,-0.3711,2.0,5.0,10,4.7,1125.0,8,20,39,57,130.0,29.0,3.0,4.85,4.93,4.92,4.97,4.96,4.81,4.82,1.0,1.0,0.0,0.0
1903,1903,1903,35047767.0,264017990,39.47617,-0.36336,5.0,1.0,365,4.9,10.0,7,9,29,297,122.0,29.0,4.0,4.65,4.75,4.56,4.97,4.94,4.92,4.63,2.0,2.0,0.0,0.0
1904,1904,1904,35059011.0,262967689,39.48079,-0.38077,3.0,3.0,123,3.0,1125.0,22,47,77,167,123.0,26.0,2.0,4.91,4.93,4.87,4.93,4.98,4.83,4.77,3.0,3.0,0.0,0.0
1905,1905,1905,35060636.0,262967689,39.47921,-0.3807,4.0,3.0,123,3.0,1125.0,12,34,60,151,147.0,45.0,3.0,4.87,4.93,4.84,4.91,4.95,4.77,4.72,3.0,3.0,0.0,0.0
1906,1906,1906,35061393.0,262967689,39.47978,-0.3828,4.0,3.0,1125,3.0,1125.0,2,2,2,2,109.0,28.0,1.0,4.9,4.9,4.9,4.97,4.91,4.78,4.72,3.0,3.0,0.0,0.0
1907,1907,1907,35117903.0,94456786,39.46919,-0.3419,6.0,3.0,1125,3.0,1125.0,0,0,0,0,24.0,3.0,0.0,4.58,4.67,4.13,4.79,4.63,4.38,4.42,12.0,12.0,0.0,0.0
1908,1908,1908,35217982.0,265172223,39.46438,-0.33415,2.0,2.0,15,2.0,15.0,5,23,48,323,113.0,30.0,2.0,4.86,4.83,4.88,4.83,4.71,4.85,4.83,1.0,0.0,1.0,0.0
1909,1909,1909,35250185.0,63399106,39.46537771,-0.330857188,4.0,4.0,1125,4.0,1125.0,17,40,64,131,91.0,26.0,0.0,4.91,4.97,4.91,4.99,5.0,4.9,4.87,1.0,1.0,0.0,0.0
1910,1910,1910,35252550.0,261149179,39.47643,-0.36959,4.0,1.0,1125,2.6,231.1,21,51,77,287,3.0,1.0,0.0,4.0,4.67,4.33,5.0,5.0,5.0,4.33,7.0,7.0,0.0,0.0
1911,1911,1911,35255061.0,131999893,39.49223,-0.36181,1.0,1.0,1125,1.0,1125.0,24,54,84,359,45.0,12.0,0.0,4.64,4.76,4.53,4.8,4.62,4.69,4.76,3.0,0.0,3.0,0.0
1912,1912,1912,35255659.0,99647451,39.48081,-0.32923,6.0,1.0,10,1.0,1125.0,19,49,78,261,35.7,12.9,4.0,4.56,4.65,4.57,4.81,4.88,4.62,4.41,1.0,1.0,0.0,0.0
1913,1913,1913,35271513.0,17493319,39.46754,-0.38024,4.0,3.0,1125,3.0,1125.0,4,8,28,110,35.7,68.0,4.0,4.92,4.93,4.95,4.95,4.96,4.95,4.85,4.0,4.0,0.0,0.0
1914,1914,1914,35340024.0,266061908,39.46607,-0.35503,6.0,2.0,250,2.0,1125.0,4,19,42,107,164.0,69.0,3.0,4.83,4.91,4.8,4.9,4.92,4.73,4.74,1.0,1.0,0.0,0.0
1915,1915,1915,35362975.0,94456786,39.46567,-0.34742,6.0,3.0,1125,3.0,1125.0,0,0,0,0,7.0,2.0,0.0,3.71,4.14,3.86,4.86,4.29,3.57,4.14,12.0,12.0,0.0,0.0
1916,1916,1916,35363334.0,94456786,39.4718,-0.34857,5.0,3.0,1125,3.0,1125.0,0,0,0,0,13.0,2.0,1.0,4.54,4.62,4.15,4.92,4.69,4.46,4.54,12.0,12.0,0.0,0.0
1917,1917,1917,35363409.0,31708005,39.47355,-0.37691,8.0,3.0,1125,3.0,1125.0,5,16,42,207,60.0,12.0,1.0,4.87,4.88,4.92,4.9,4.97,4.85,4.73,2.0,2.0,0.0,0.0
1918,1918,1918,35374578.0,215477889,39.47171424,-0.392724685,2.0,2.0,1125,2.0,1125.0,5,22,50,320,74.0,12.9,3.0,4.84,4.81,4.82,4.92,4.96,4.74,4.8,1.0,0.0,1.0,0.0
1919,1919,1919,35375253.0,266232573,39.48372,-0.35569,2.0,1.0,1125,2.0,1125.0,24,49,79,90,139.0,35.0,6.0,4.94,4.94,4.86,4.97,4.96,4.83,4.91,1.0,0.0,1.0,0.0
1920,1920,1920,35384353.0,14182776,39.46196,-0.3415,4.0,1.0,1125,1.5,1125.0,9,33,55,129,39.0,10.0,2.0,4.41,4.62,4.64,4.82,4.79,4.62,4.15,62.0,62.0,0.0,0.0
1921,1921,1921,35395720.0,85181253,39.47773,-0.38208,1.0,10.0,28,7.0,28.0,24,27,27,27,39.0,14.0,1.0,4.64,4.72,4.77,4.79,4.77,4.95,4.82,2.0,1.0,1.0,0.0
1922,1922,1922,35406168.0,12993313,39.47044,-0.32926,2.0,2.0,35,2.0,35.0,0,0,0,0,30.0,4.0,0.0,4.67,4.6,4.63,4.87,4.87,4.47,4.67,3.0,0.0,3.0,0.0
1923,1923,1923,35415627.0,131999893,39.49232,-0.36035,1.0,1.0,1125,1.0,1125.0,15,40,64,335,43.0,13.0,1.0,4.63,4.65,4.3,4.77,4.7,4.77,4.67,3.0,0.0,3.0,0.0
1924,1924,1924,35418049.0,266547181,39.4678,-0.37746,2.0,2.0,20,2.0,1125.0,13,40,66,66,161.0,46.0,4.0,4.74,4.77,4.53,4.92,4.85,4.92,4.69,2.0,0.0,2.0,0.0
1925,1925,1925,35443318.0,266555070,39.46055,-0.34528,2.0,2.0,40,2.0,40.0,21,51,77,352,37.0,3.0,0.0,4.86,4.86,4.78,4.92,4.97,4.65,4.57,2.0,0.0,2.0,0.0
1926,1926,1926,35460090.0,129561267,39.45899,-0.36735,1.0,30.0,1125,30.0,1125.0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,4.0,0.0
1927,1927,1927,35484768.0,196748189,39.47725,-0.37518,4.0,1.0,1125,1.0,1125.0,0,0,0,42,28.0,0.0,0.0,4.71,4.75,4.57,4.86,4.71,4.96,4.61,2.0,2.0,0.0,0.0
1928,1928,1928,35486717.0,12993313,39.47187,-0.32878,2.0,2.0,35,2.0,35.0,0,0,0,0,16.0,4.0,2.0,4.63,4.69,4.5,4.88,4.88,4.69,4.67,3.0,0.0,3.0,0.0
1929,1929,1929,35489529.0,137557003,39.47707,-0.37865,2.0,32.0,1125,31.7,1125.0,0,3,3,171,40.0,9.0,1.0,4.88,4.9,4.63,4.95,4.93,4.8,4.83,18.0,18.0,0.0,0.0
1930,1930,1930,35492503.0,172516730,39.45914621,-0.342093296,3.0,1.0,365,1.0,1125.0,7,25,54,144,79.0,67.0,1.1,4.76,4.78,4.85,4.95,4.95,4.54,4.58,10.0,10.0,0.0,0.0
1931,1931,1931,35506714.0,119799302,39.4812621,-0.325740009,2.0,3.0,8,3.0,8.0,29,59,89,89,5.0,0.0,0.0,4.6,5.0,4.8,5.0,5.0,5.0,4.6,2.0,1.0,1.0,0.0
1932,1932,1932,35513205.0,8988014,39.46721,-0.33153,3.0,3.0,1125,2.8,180.0,7,26,50,139,49.0,5.0,0.0,4.33,4.61,4.39,4.57,4.59,4.65,4.31,7.0,7.0,0.0,0.0
1933,1933,1933,35539575.0,255206095,39.46157,-0.34758,4.0,5.0,1125,4.9,1125.0,9,30,32,120,159.0,35.0,3.0,4.7,4.75,4.77,4.83,4.96,4.52,4.64,1.0,1.0,0.0,0.0
1934,1934,1934,35557924.0,212307762,39.4806356,-0.3711563,6.0,3.0,20,3.0,1125.0,7,22,32,32,22.0,15.0,3.0,4.68,4.68,4.55,4.64,4.77,4.86,4.64,1.0,1.0,0.0,0.0
1935,1935,1935,35576835.0,131999893,39.4933,-0.36241,2.0,1.0,1125,1.0,1125.0,29,59,89,364,47.0,11.0,1.0,4.62,4.68,4.38,4.74,4.68,4.68,4.62,3.0,0.0,3.0,0.0
1936,1936,1936,35591041.0,119799302,39.48323009,-0.326772887,2.0,3.0,15,3.0,15.0,28,58,88,363,22.0,0.0,0.0,4.14,4.05,3.95,4.45,4.59,4.59,4.05,2.0,1.0,1.0,0.0
1937,1937,1937,35592313.0,251998399,39.46326,-0.38538,2.0,27.0,190,27.0,1125.0,0,0,0,0,24.0,3.0,0.0,4.96,4.92,4.79,4.96,4.96,4.88,4.79,3.0,0.0,3.0,0.0
1938,1938,1938,35613270.0,237831784,39.46213,-0.34508,5.0,30.0,240,29.7,1089.3,0,0,0,26,33.0,8.0,1.0,4.94,4.97,5.0,5.0,5.0,4.88,4.79,1.0,1.0,0.0,0.0
1939,1939,1939,35751030.0,1730527,39.47307,-0.37726,3.0,4.0,1125,4.0,1125.0,0,0,0,0,4.0,0.0,0.0,4.75,4.5,4.5,5.0,5.0,5.0,4.75,1.0,1.0,0.0,0.0
1940,1940,1940,35833315.0,269540677,39.4825,-0.39756,4.0,2.0,1125,2.0,1125.0,0,23,51,51,53.0,9.0,0.0,4.77,4.75,4.7,4.81,4.87,4.66,4.51,4.0,4.0,0.0,0.0
1941,1941,1941,35870668.0,97229818,39.46909714,-0.374626994,6.0,1.0,1125,3.5,1125.0,5,20,46,313,30.0,1.0,0.0,4.7,4.73,4.7,4.73,4.73,4.93,4.73,47.0,47.0,0.0,0.0
1942,1942,1942,35870671.0,97229818,39.4690967,-0.3746272,6.0,1.0,1125,3.5,1125.0,6,19,45,300,16.0,1.0,0.0,4.44,4.69,4.63,4.88,4.63,4.88,4.69,47.0,47.0,0.0,0.0
1943,1943,1943,35897991.0,195995696,39.47118,-0.34685,1.0,1.0,50,1.0,50.0,0,14,44,44,119.0,35.0,3.0,4.66,4.71,4.38,4.77,4.85,4.73,4.66,4.0,0.0,4.0,0.0
1944,1944,1944,35899305.0,753807,39.4820761,-0.326975,1.0,30.0,365,29.5,1125.0,2,30,60,335,42.0,12.0,1.0,4.67,4.69,4.67,4.86,4.9,4.95,4.79,4.0,1.0,3.0,0.0
1945,1945,1945,35905581.0,14507105,39.4696,-0.39473,4.0,2.0,30,2.3,1125.0,4,25,37,37,133.0,10.0,1.0,4.86,4.89,4.91,4.94,4.95,4.64,4.85,2.0,2.0,0.0,0.0
1946,1946,1946,35925176.0,243306075,39.46943,-0.3302,2.0,1.0,365,1.0,365.0,30,60,87,362,44.0,9.0,1.0,4.84,4.82,4.84,4.75,4.64,4.73,4.55,2.0,0.0,2.0,0.0
1947,1947,1947,35936933.0,7973007,39.4897,-0.37659,1.0,2.0,30,2.0,30.0,29,29,29,29,10.0,0.0,0.0,4.7,4.7,3.9,4.5,4.7,4.2,4.6,1.0,0.0,1.0,0.0
1948,1948,1948,35969628.0,251916978,39.47492,-0.38338,3.0,3.0,1125,4.5,1125.0,1,5,26,301,163.0,52.0,6.0,4.71,4.77,4.64,4.93,4.92,4.95,4.67,3.0,3.0,0.0,0.0
1949,1949,1949,35970779.0,258340007,39.4574,-0.38761,5.0,1.0,1125,2.0,1125.0,7,32,62,302,84.0,18.0,1.0,4.95,4.95,4.94,4.9,4.93,4.44,4.79,33.0,24.0,9.0,0.0
1950,1950,1950,35976010.0,243834631,39.495,-0.37293,5.0,10.0,180,10.0,1125.0,0,0,0,229,8.0,0.0,0.0,4.63,4.75,4.25,4.75,4.88,4.25,4.38,1.0,1.0,0.0,0.0
1951,1951,1951,36064724.0,8988014,39.46692,-0.33025,4.0,2.0,1125,2.0,180.0,10,27,54,142,67.0,9.0,2.0,4.3,4.49,4.28,4.6,4.64,4.75,4.36,7.0,7.0,0.0,0.0
1952,1952,1952,36145006.0,75779065,39.46604,-0.38086,2.0,3.0,90,3.0,90.0,14,33,57,57,153.0,32.0,2.0,4.84,4.84,4.83,4.8,4.88,4.82,4.81,4.0,0.0,4.0,0.0
1953,1953,1953,36155962.0,271950373,39.47287,-0.35338,4.0,7.0,30,7.0,30.0,0,0,0,0,22.0,5.0,3.0,4.91,4.86,4.77,5.0,4.91,4.5,4.86,2.0,2.0,0.0,0.0
1954,1954,1954,36206481.0,137557003,39.47557,-0.37658,2.0,32.0,1125,32.0,1125.0,0,21,51,326,36.0,7.0,0.0,4.53,4.86,4.69,4.86,4.86,4.97,4.44,18.0,18.0,0.0,0.0
1955,1955,1955,36220606.0,219628840,39.46288,-0.33003,4.0,2.0,15,2.0,15.0,12,26,54,178,53.0,10.0,0.0,4.7,4.87,4.89,4.94,4.92,4.77,4.6,1.0,1.0,0.0,0.0
1956,1956,1956,36231378.0,8811801,39.48262,-0.3283,6.0,15.0,90,15.0,90.0,2,13,33,95,28.0,11.0,1.0,4.71,4.86,4.64,4.75,4.68,4.68,4.54,1.0,1.0,0.0,0.0
1957,1957,1957,36246523.0,271950373,39.47287,-0.35338,4.0,7.0,30,7.0,30.0,0,0,16,16,19.0,4.0,1.0,4.53,4.74,4.47,4.89,4.74,4.53,4.63,2.0,2.0,0.0,0.0
1958,1958,1958,36266196.0,156202978,39.47544,-0.38357,5.0,3.0,364,3.4,364.0,1,3,10,165,122.0,33.0,2.0,4.94,4.95,4.84,4.96,5.0,4.93,4.88,2.0,2.0,0.0,0.0
1959,1959,1959,36348362.0,24959306,39.47762,-0.37584,3.0,4.0,365,4.0,1125.0,2,10,10,10,96.0,27.0,1.0,4.51,4.65,4.61,4.82,4.92,4.9,4.44,1.0,1.0,0.0,0.0
1960,1960,1960,36373172.0,199289718,39.45659,-0.37292,1.0,5.0,1125,5.0,1125.0,29,59,89,364,22.0,1.0,0.0,4.5,4.5,4.68,4.55,4.55,4.45,4.5,3.0,0.0,3.0,0.0
1961,1961,1961,36434095.0,195995696,39.47215,-0.34707,1.0,1.0,30,1.0,30.0,11,41,71,71,112.0,19.0,0.0,4.64,4.73,4.38,4.81,4.86,4.7,4.6,4.0,0.0,4.0,0.0
1962,1962,1962,36434213.0,273933553,39.46155,-0.3877,4.0,4.0,1125,4.0,1125.0,0,0,0,0,40.0,6.0,0.0,4.8,4.8,4.7,4.95,4.85,4.53,4.63,1.0,1.0,0.0,0.0
1963,1963,1963,36435288.0,273939706,39.46268845,-0.387228012,4.0,5.0,1125,5.0,1125.0,9,9,9,69,21.0,7.0,2.0,4.67,4.67,4.67,4.76,4.76,4.57,4.71,1.0,1.0,0.0,0.0
1964,1964,1964,36444380.0,180629636,39.46317,-0.32903,1.0,1.0,1125,1.0,1125.0,7,16,34,185,49.0,49.0,1.1,4.9,4.94,4.9,4.82,4.73,4.94,4.86,1.0,0.0,1.0,0.0
1965,1965,1965,36451454.0,103400500,39.46614385,-0.32871712,4.0,7.0,30,7.0,1125.0,6,33,63,63,36.0,26.0,1.0,4.5,4.69,4.53,4.94,4.86,4.92,4.33,4.0,4.0,0.0,0.0
1966,1966,1966,36510148.0,170698476,39.46923,-0.36545,2.0,1.0,1125,2.2,464.6,13,23,23,71,2.0,0.0,0.0,4.5,3.5,4.5,4.5,4.5,5.0,4.0,52.0,52.0,0.0,0.0
1967,1967,1967,36510163.0,170698476,39.47725,-0.38181,5.0,1.0,1125,2.2,464.6,21,39,64,132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,52.0,0.0,0.0
1968,1968,1968,36510187.0,170698476,39.46756,-0.36539,2.0,1.0,1125,2.2,464.6,15,25,25,73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,52.0,0.0,0.0
1969,1969,1969,36510204.0,170698476,39.46807,-0.36747,2.0,1.0,1125,2.2,464.6,12,22,22,70,1.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,52.0,52.0,0.0,0.0
1970,1970,1970,36510237.0,170698476,39.46763,-0.36553,3.0,1.0,1125,2.2,464.6,10,16,16,64,10.0,1.0,0.0,4.8,5.0,4.8,4.9,5.0,5.0,4.9,52.0,52.0,0.0,0.0
1971,1971,1971,36510432.0,170698476,39.47806,-0.37399,3.0,1.0,1125,2.3,464.6,0,0,0,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,52.0,0.0,0.0
1972,1972,1972,36510524.0,170698476,39.47628,-0.37443,2.0,1.0,1125,2.3,464.6,0,0,0,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,52.0,0.0,0.0
1973,1973,1973,36510569.0,170698476,39.4765,-0.37595,3.0,1.0,1125,2.3,464.6,0,0,0,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,52.0,0.0,0.0
1974,1974,1974,36510648.0,170698476,39.47687,-0.37616,3.0,1.0,1125,2.3,464.6,0,0,0,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,52.0,0.0,0.0
1975,1975,1975,36510690.0,170698476,39.47752,-0.37383,2.0,1.0,1125,2.3,464.6,0,0,0,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,52.0,0.0,0.0
1976,1976,1976,36510765.0,170698476,39.47596,-0.37556,2.0,1.0,1125,2.3,464.6,0,0,0,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,52.0,0.0,0.0
1977,1977,1977,36510814.0,170698476,39.47795,-0.37434,3.0,1.0,1125,2.3,464.6,0,0,0,48,1.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,52.0,52.0,0.0,0.0
1978,1978,1978,36518750.0,105989145,39.4593,-0.33459,4.0,4.0,1125,4.0,1125.0,8,22,38,105,75.0,14.0,3.0,4.44,4.68,4.19,4.73,4.69,4.63,4.45,1.0,1.0,0.0,0.0
1979,1979,1979,36548401.0,274751659,39.46388,-0.383807651,2.0,1.0,31,1.0,1125.0,25,54,83,173,62.0,42.0,1.0,4.79,4.82,4.69,4.89,4.89,4.89,4.77,2.0,0.0,2.0,0.0
1980,1980,1980,36564187.0,133337927,39.5,-0.31579,4.0,2.0,300,2.0,300.0,4,4,5,5,10.0,5.0,0.0,4.9,4.8,4.5,4.8,5.0,4.9,4.9,1.0,1.0,0.0,0.0
1981,1981,1981,36582288.0,178009159,39.46926,-0.32847,2.0,1.0,1125,1.0,1125.0,30,60,90,195,173.0,20.0,1.0,4.48,4.59,4.64,4.5,4.4,4.5,4.45,10.0,7.0,3.0,0.0
1982,1982,1982,36584169.0,178009159,39.46901,-0.32954,2.0,1.0,1125,1.0,1125.0,20,47,75,180,213.0,25.0,1.0,4.3,4.45,4.39,4.37,4.23,4.46,4.3,10.0,7.0,3.0,0.0
1983,1983,1983,36623106.0,258340007,39.45815,-0.38963,5.0,1.0,1125,2.0,1125.0,11,31,61,322,68.0,9.0,0.0,4.81,4.85,4.88,4.9,4.9,4.34,4.69,33.0,24.0,9.0,0.0
1984,1984,1984,36630124.0,14182776,39.47492,-0.37778,4.0,1.0,1125,1.5,1125.0,20,43,68,127,30.0,22.0,1.0,4.53,4.73,4.67,4.7,4.73,4.9,4.5,62.0,62.0,0.0,0.0
1985,1985,1985,36635645.0,78083527,39.48522,-0.35547,2.0,3.0,30,3.0,30.0,0,0,0,0,27.0,20.0,2.0,4.89,4.81,4.78,5.0,5.0,4.85,4.81,5.0,0.0,5.0,0.0
1986,1986,1986,36636635.0,241476157,39.49079,-0.40607,2.0,3.0,30,3.0,30.0,22,52,82,172,33.0,22.0,2.0,4.82,4.91,4.73,4.88,4.94,4.61,4.79,1.0,0.0,1.0,0.0
1987,1987,1987,36666389.0,48764536,39.46061,-0.37418,4.0,3.0,1125,3.0,1125.0,4,11,19,207,217.0,55.0,2.0,4.94,4.95,4.94,4.98,4.98,4.97,4.84,1.0,1.0,0.0,0.0
1988,1988,1988,36685288.0,18463780,39.47388,-0.37952,4.0,2.0,300,2.0,300.0,2,14,36,38,142.0,50.0,1.0,4.34,4.46,4.28,4.7,4.74,4.86,4.4,17.0,17.0,0.0,0.0
1989,1989,1989,36712205.0,84502585,39.4613,-0.37976,2.0,2.0,8,2.0,8.0,10,40,67,88,30.0,8.0,0.0,4.63,4.73,4.33,4.53,4.77,4.9,4.47,1.0,1.0,0.0,0.0
1990,1990,1990,36745775.0,276210283,39.47438,-0.33045,4.0,11.0,1125,11.0,1125.0,6,29,59,74,84.0,13.0,0.0,4.73,4.82,4.58,4.82,4.95,4.73,4.42,1.0,1.0,0.0,0.0
1991,1991,1991,36748629.0,63053029,39.4692,-0.37634,8.0,1.0,1125,2.0,1125.0,9,21,48,314,53.0,10.0,1.0,4.55,4.62,4.7,4.49,4.51,4.81,4.47,67.0,66.0,1.0,0.0
1992,1992,1992,36751459.0,14182776,39.47606,-0.37981,4.0,1.0,1125,1.5,1125.0,17,46,70,143,15.0,5.0,1.0,4.53,4.67,4.4,4.47,4.73,4.8,4.27,62.0,62.0,0.0,0.0
1993,1993,1993,36818574.0,227957592,39.46098,-0.37792,2.0,3.0,180,3.0,1125.0,5,19,43,117,145.0,29.0,3.0,4.74,4.87,4.88,4.92,4.91,4.83,4.61,8.0,8.0,0.0,0.0
1994,1994,1994,36839495.0,3929866,39.46874,-0.38716,2.0,3.0,30,3.0,30.0,12,17,17,276,89.0,14.0,0.0,4.91,4.89,4.88,4.85,4.94,4.8,4.87,1.0,0.0,1.0,0.0
1995,1995,1995,36874605.0,123160301,39.47501,-0.33605,4.0,5.0,1125,2.4,1125.0,23,45,72,146,27.0,4.0,0.0,4.93,4.96,4.78,4.96,4.78,4.59,4.81,62.0,62.0,0.0,0.0
1996,1996,1996,36941084.0,199289718,39.45519,-0.37475,2.0,3.0,1125,3.0,1125.0,29,59,85,360,8.0,0.0,0.0,4.13,4.0,3.88,4.13,4.38,4.5,3.75,3.0,0.0,3.0,0.0
1997,1997,1997,36971365.0,692198,39.4701,-0.33096,6.0,2.0,1125,2.0,1125.0,4,16,37,48,49.0,7.0,0.0,4.69,4.78,4.55,4.86,4.71,4.59,4.59,1.0,1.0,0.0,0.0
1998,1998,1998,37033671.0,278446936,39.48623,-0.37158,5.0,1.0,1125,3.0,1125.0,5,27,54,230,80.0,7.0,0.0,4.73,4.83,4.6,4.9,4.9,4.66,4.73,1.0,1.0,0.0,0.0
1999,1999,1999,37047309.0,277308339,39.49054,-0.39168,2.0,2.0,1125,2.0,1125.0,30,60,90,365,7.0,0.0,0.0,4.29,4.43,4.29,4.0,4.14,4.29,4.14,3.0,0.0,3.0,0.0
2000,2000,2000,37047434.0,1379643,39.5,-0.32251,5.0,3.0,10,3.0,10.0,7,14,39,223,32.0,5.0,0.0,4.97,4.97,4.91,5.0,4.94,4.78,4.94,1.0,1.0,0.0,0.0
2001,2001,2001,37051402.0,277308339,39.48951,-0.3903,2.0,2.0,200,2.0,200.0,0,0,16,291,9.0,0.0,0.0,4.44,4.56,4.44,4.44,4.44,4.33,4.56,3.0,0.0,3.0,0.0
2002,2002,2002,37053445.0,277308339,39.4889,-0.38992,2.0,2.0,1125,2.0,1125.0,30,60,90,365,4.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,4.75,5.0,3.0,0.0,3.0,0.0
2003,2003,2003,37070566.0,91888676,39.49342,-0.40411,1.0,10.0,42,28.0,1125.0,0,0,0,0,5.0,2.0,0.0,4.8,4.8,4.6,4.8,5.0,4.4,4.6,1.0,0.0,1.0,0.0
2004,2004,2004,37077902.0,18979426,39.46847,-0.3271,6.0,2.0,120,2.0,120.0,15,37,64,244,95.0,14.0,0.0,4.47,4.55,4.54,4.28,4.35,4.71,4.45,1.0,1.0,0.0,0.0
2005,2005,2005,37085771.0,50136787,39.47016,-0.38198,6.0,3.0,1125,3.0,1125.0,8,16,31,49,89.0,11.0,1.0,4.9,4.93,4.93,4.9,4.91,4.94,4.8,1.0,1.0,0.0,0.0
2006,2006,2006,37141821.0,256429883,39.46931,-0.37559,2.0,1.0,15,1.1,15.0,18,43,69,242,20.0,4.0,0.0,4.7,4.6,4.75,4.75,4.7,4.95,4.55,2.0,0.0,2.0,0.0
2007,2007,2007,37142370.0,256429883,39.46946,-0.37642,2.0,1.0,15,1.1,15.0,20,42,66,238,4.0,0.0,0.0,5.0,5.0,5.0,4.25,5.0,5.0,5.0,2.0,0.0,2.0,0.0
2008,2008,2008,37147570.0,107477338,39.49247,-0.37324,4.0,7.0,60,7.0,1125.0,0,22,52,52,86.0,30.0,3.0,4.76,4.81,4.93,4.87,4.84,4.37,4.6,6.0,6.0,0.0,0.0
2009,2009,2009,37195665.0,266547181,39.46671,-0.37896,2.0,2.0,1125,2.0,1125.0,6,22,52,52,144.0,55.0,2.0,4.72,4.76,4.48,4.87,4.87,4.9,4.74,2.0,0.0,2.0,0.0
2010,2010,2010,37206278.0,199849937,39.48659,-0.39257,1.0,1.0,1125,1.0,1125.0,13,43,73,73,184.0,32.0,0.0,4.72,4.78,4.58,4.84,4.85,4.76,4.66,1.0,0.0,1.0,0.0
2011,2011,2011,37226904.0,199289718,39.45741,-0.37291,2.0,3.0,1125,3.0,1125.0,29,59,86,361,10.0,1.0,0.0,4.0,3.7,3.6,4.0,4.6,4.3,3.7,3.0,0.0,3.0,0.0
