,Unnamed: 0.1,Unnamed: 0,identificación,id_host,latitud,longitud,se adapta,noches_mínimo,noches_maximas,noches_mínimo_avg_ntm,máximas_noches_avg_ntm,disponibilidad_30,disponibilidad_60,disponibilidad_90,disponibilidad_365,número_de_reseñas,número_de_reviews_ltm,número_de_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_comunicación,review_scores_location,review_scores_value,calculado_host_listings_count,listados_host_calculados_recuento_casas_enteras,calculado_host_listings_count_private_rooms,calculado_host_listings_count_shared_rooms
0,0,0,48154.0,219476,39.48375,-0.37502,4.0,3.0,25,3.3,24.5,13,32,59,149,171.0,32.0,3.0,4.61,4.68,4.63,4.84,4.79,4.51,4.52,4.0,4.0,0.0,0.0
1,1,1,137143.0,670775,39.5,-0.31932,7.0,10.0,170,10.0,170.0,1,11,31,94,1.0,0.0,0.0,0.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,0.0,0.0
2,2,2,149715.0,5947,39.46746,-0.32813,3.4,2.0,1125,2.1,1125.0,9,21,47,306,269.0,37.0,3.0,4.66,4.7,4.55,4.84,4.89,4.6,4.63,1.0,1.0,0.0,0.0
3,3,3,165971.0,791187,39.4679,-0.38206,5.0,5.0,10,5.0,1125.0,4,9,33,79,35.7,55.0,4.0,4.87,4.9,4.88,4.89,4.87,4.84,4.85,6.0,6.0,0.0,0.0
4,4,4,169284.0,806645,39.46759,-0.39067,3.0,2.0,1125,2.0,1125.0,1,10,29,280,160.0,36.0,2.0,4.41,4.64,4.44,4.74,4.78,4.52,4.41,8.0,5.0,3.0,0.0
5,5,5,182221.0,1315567,39.46343,-0.34325,5.0,3.0,50,3.0,50.0,25,55,82,357,8.0,1.0,0.0,4.5,4.38,4.38,4.63,4.63,4.25,4.38,2.0,2.0,0.0,0.0
6,6,6,192674.0,933504,39.48002,-0.38021,5.0,4.0,365,4.0,365.0,2,6,26,39,171.0,31.0,4.0,4.84,4.89,4.81,4.98,4.98,4.91,4.78,6.0,6.0,0.0,0.0
7,7,7,193326.0,937597,39.473,-0.32897,2.0,1.0,1125,1.0,1125.0,15,40,67,148,35.7,61.0,1.1,4.87,4.89,4.91,4.91,4.94,4.77,4.8,2.0,0.0,2.0,0.0
8,8,8,225070.0,937597,39.47152,-0.33123,1.0,1.0,365,1.0,365.0,6,34,64,145,244.0,45.0,1.1,4.84,4.87,4.93,4.89,4.94,4.76,4.78,2.0,0.0,2.0,0.0
9,9,9,250981.0,1315567,39.46233,-0.34263,5.0,3.0,60,3.1,60.0,29,59,86,361,3.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,4.33,2.0,2.0,0.0,0.0
10,10,10,253764.0,1332880,39.466515,-0.325345,5.0,3.0,60,4.0,60.0,9,26,53,233,63.0,15.0,0.0,4.46,4.47,4.42,4.76,4.77,4.77,4.35,2.0,2.0,0.0,0.0
11,11,11,260929.0,140702,39.47507,-0.36296,2.0,2.0,60,2.0,60.0,8,17,42,59,141.0,33.0,3.0,4.7,4.83,4.58,4.87,4.86,4.85,4.67,3.0,0.0,3.0,0.0
12,12,12,260935.0,140702,39.47505,-0.36282,2.0,2.0,60,2.0,60.0,14,41,67,67,35.7,30.0,0.0,4.7,4.78,4.64,4.86,4.85,4.87,4.68,3.0,0.0,3.0,0.0
13,13,13,265340.0,1391644,39.46232,-0.37508,2.0,14.0,330,14.0,330.0,0,0,0,232,94.0,0.0,0.0,4.7,4.84,4.74,4.62,4.68,4.95,4.74,1.0,1.0,0.0,0.0
14,14,14,273373.0,1387923,39.48183,-0.32578,3.4,3.0,365,3.0,365.0,14,41,68,239,133.0,19.0,3.0,4.58,4.59,4.31,4.85,4.83,4.84,4.33,8.0,8.0,0.0,0.0
15,15,15,276455.0,1444357,39.47317,-0.33932,1.0,2.0,14,2.0,14.0,1,1,30,305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
16,16,16,288057.0,1497590,39.48367,-0.37377,3.0,4.0,99,5.0,1125.0,6,22,47,291,140.0,20.0,1.0,4.7,4.81,4.59,4.87,4.84,4.77,4.64,3.0,3.0,0.0,0.0
17,17,17,308525.0,1504505,39.47328,-0.38588,3.0,14.0,1125,13.8,1125.0,1,4,5,79,200.0,10.0,1.0,4.81,4.85,4.83,4.92,4.94,4.81,4.82,1.0,1.0,0.0,0.0
18,18,18,313137.0,1610077,39.46359,-0.37359,3.0,5.0,1125,30.5,1125.0,0,2,32,307,73.0,7.0,0.0,4.74,4.83,4.76,4.86,4.9,4.93,4.76,1.0,1.0,0.0,0.0
19,19,19,323609.0,1332880,39.466515,-0.325345,5.0,3.0,365,4.0,365.0,18,28,28,33,35.0,9.0,1.0,4.32,4.31,4.29,4.74,4.54,4.66,4.09,2.0,2.0,0.0,0.0
20,20,20,346695.0,1757298,39.47917,-0.377,4.0,2.0,1125,2.0,1125.0,2,7,15,255,35.7,69.0,6.0,4.84,4.86,4.86,4.92,4.95,4.89,4.85,1.0,1.0,0.0,0.0
21,21,21,361016.0,1145189,39.46051,-0.38512,4.0,2.0,90,2.4,120.0,10,25,51,138,251.0,26.0,1.0,4.7,4.77,4.73,4.55,4.56,4.58,4.63,4.0,4.0,0.0,0.0
22,22,22,364517.0,1841798,39.4546,-0.36013,2.0,3.0,3,3.0,3.0,16,46,58,58,24.0,4.0,0.0,4.75,4.67,4.92,4.75,4.88,4.58,4.67,1.0,0.0,1.0,0.0
23,23,23,411385.0,2048040,39.47252,-0.38299,4.0,3.0,1125,3.0,1125.0,5,22,49,81,245.0,30.0,4.0,4.58,4.74,4.61,4.73,4.86,4.75,4.61,1.0,1.0,0.0,0.0
24,24,24,421405.0,2095681,39.47381,-0.37669,1.0,2.0,10,2.0,1125.0,2,13,34,125,35.7,48.0,2.0,4.83,4.83,4.87,4.9,4.92,4.91,4.82,2.0,0.0,2.0,0.0
25,25,25,447232.0,211991268,39.47165,-0.37834,4.0,1.0,365,17.7,999.0,6,15,15,15,275.0,7.0,0.0,4.64,4.69,4.51,4.71,4.69,4.92,4.69,83.0,83.0,0.0,0.0
26,26,26,455833.0,2265891,39.46018,-0.38432,4.0,2.0,30,2.0,30.0,0,0,1,1,261.0,0.0,0.0,4.46,4.64,4.52,4.8,4.67,4.57,4.53,1.0,1.0,0.0,0.0
27,27,27,467151.0,2319737,39.49225,-0.40044,3.0,3.0,1125,5.0,1125.0,9,39,69,159,83.0,13.0,2.0,4.56,4.75,4.3,4.64,4.7,4.71,4.49,1.0,1.0,0.0,0.0
28,28,28,472858.0,2345188,39.47574,-0.34483,1.0,2.0,75,2.0,75.0,0,16,30,259,43.0,9.0,0.0,4.81,4.84,4.84,4.88,4.91,4.65,4.79,3.0,0.0,3.0,0.0
29,29,29,476415.0,2361433,39.46066,-0.35361,5.0,2.0,1125,3.5,1125.0,3,22,42,152,34.0,8.0,0.0,4.85,4.97,4.91,4.97,4.97,4.88,4.79,2.0,2.0,0.0,0.0
30,30,30,478752.0,2370939,39.49038,-0.40433,4.0,4.0,1125,4.0,1125.0,15,18,43,305,240.0,15.0,0.0,4.95,4.96,4.99,4.99,4.99,4.74,4.9,1.0,1.0,0.0,0.0
31,31,31,491152.0,2345188,39.47572,-0.34406,1.0,2.0,15,2.0,15.0,0,16,44,319,27.0,0.0,0.0,4.63,4.48,4.52,4.7,4.81,4.7,4.56,3.0,0.0,3.0,0.0
32,32,32,524523.0,140702,39.47639,-0.36467,1.0,2.0,60,2.0,60.0,14,32,60,60,35.7,44.0,2.0,4.75,4.86,4.74,4.89,4.87,4.91,4.8,3.0,0.0,3.0,0.0
33,33,33,530706.0,2605658,39.47367,-0.38179,3.0,1.0,1125,1.0,1125.0,2,17,37,220,128.0,23.0,1.0,4.75,4.83,4.77,4.8,4.75,4.8,4.73,2.0,2.0,0.0,0.0
34,34,34,538964.0,2647255,39.473778,-0.328224,6.0,11.0,90,11.0,90.0,29,59,82,357,29.0,12.0,2.0,4.62,4.71,4.14,4.82,4.79,4.54,4.54,1.0,1.0,0.0,0.0
35,35,35,547590.0,2691959,39.45842,-0.34611,2.0,3.0,32,2.0,1125.0,0,30,56,56,44.0,2.0,0.0,4.84,4.86,4.83,4.79,4.84,4.81,4.72,1.0,1.0,0.0,0.0
36,36,36,556620.0,2736688,39.48482805,-0.368576343,1.0,3.0,21,3.0,21.0,8,38,68,68,182.0,25.0,1.0,4.92,4.95,4.84,4.93,4.97,4.9,4.9,3.0,1.0,2.0,0.0
37,37,37,579273.0,2849128,39.47227,-0.38272,3.0,2.0,365,2.0,1125.0,3,4,14,224,35.7,69.0,5.0,4.63,4.71,4.47,4.87,4.9,4.84,4.63,1.0,1.0,0.0,0.0
38,38,38,595233.0,2940808,39.47451,-0.4087,3.0,2.0,1125,3.9,1125.0,1,4,30,268,35.7,49.0,5.0,4.89,4.92,4.77,4.88,4.92,4.83,4.87,1.0,1.0,0.0,0.0
39,39,39,633762.0,3155089,39.4787,-0.37599,4.0,1.0,365,2.3,999.0,5,25,51,294,243.0,17.0,1.0,4.88,4.89,4.93,4.92,4.92,4.99,4.8,12.0,12.0,0.0,0.0
40,40,40,643644.0,3218281,39.46052,-0.37771,3.0,2.0,30,2.0,30.0,0,0,0,0,74.0,9.0,1.0,4.89,4.88,4.7,4.86,4.93,4.96,4.72,1.0,1.0,0.0,0.0
41,41,41,657794.0,1145189,39.45585,-0.37265,4.0,2.0,270,2.4,120.0,6,6,22,214,170.0,10.0,2.0,4.48,4.67,4.62,4.61,4.44,4.38,4.61,4.0,4.0,0.0,0.0
42,42,42,663047.0,3095064,39.46358,-0.35514,4.0,1.0,365,26.1,999.0,1,4,20,160,33.0,10.0,0.0,4.94,4.91,4.91,4.91,5.0,4.88,4.79,1.0,1.0,0.0,0.0
43,43,43,672551.0,3410950,39.47409,-0.38381,3.4,2.0,15,2.2,15.0,13,27,48,292,35.7,45.0,2.0,4.84,4.82,4.83,4.96,4.91,4.78,4.76,1.0,1.0,0.0,0.0
44,44,44,681002.0,3467642,39.45875,-0.35764,2.0,2.0,120,2.0,1125.0,6,13,34,34,35.7,39.0,3.0,4.48,4.63,4.1,4.72,4.77,4.64,4.55,1.0,0.0,1.0,0.0
45,45,45,681925.0,3462415,39.47321,-0.38044,2.0,2.0,10,2.1,10.0,1,6,18,236,35.7,68.0,5.0,4.88,4.89,4.82,4.96,4.96,4.94,4.8,1.0,1.0,0.0,0.0
46,46,46,682219.0,219476,39.48678589,-0.375119001,4.0,5.0,25,6.1,263.6,0,0,13,209,68.0,2.0,0.0,4.48,4.47,4.55,4.85,4.68,4.39,4.48,4.0,4.0,0.0,0.0
47,47,47,688130.0,3512981,39.47291,-0.35376,7.0,4.0,150,4.0,150.0,29,49,73,312,79.0,2.0,0.0,4.78,4.83,4.63,4.82,4.87,4.52,4.7,1.0,1.0,0.0,0.0
48,48,48,698779.0,2747343,39.46163,-0.3718,3.0,1.0,7,1.0,7.0,1,15,30,124,87.0,18.0,0.0,4.92,4.9,4.82,4.94,4.94,4.88,4.91,1.0,0.0,1.0,0.0
49,49,49,714886.0,3701192,39.5,-0.4,5.0,2.0,10,2.0,10.0,20,45,72,342,130.0,1.0,0.0,4.64,4.78,4.66,4.92,4.89,4.67,4.64,4.0,4.0,0.0,0.0
50,50,50,716081.0,3690047,39.46005,-0.37687,5.0,60.0,350,60.0,350.0,0,0,7,231,29.0,5.0,0.0,4.55,4.71,4.66,4.89,4.86,4.96,4.64,5.0,5.0,0.0,0.0
51,51,51,720307.0,3717753,39.47573,-0.38542,2.0,2.0,300,2.0,300.0,4,24,49,63,35.7,41.0,5.0,4.43,4.64,4.49,4.87,4.85,4.85,4.44,1.0,1.0,0.0,0.0
52,52,52,724380.0,3744401,39.47436,-0.3809,5.0,4.0,90,4.0,1125.0,18,31,31,31,154.0,23.0,1.0,4.6,4.7,4.41,4.88,4.88,4.93,4.52,2.0,2.0,0.0,0.0
53,53,53,760857.0,372326,39.47305,-0.38039,4.0,28.0,1125,28.0,1125.0,1,15,45,275,156.0,16.0,2.0,4.92,4.94,4.86,4.88,4.89,4.94,4.85,2.0,2.0,0.0,0.0
54,54,54,772380.0,4075514,39.47391,-0.37675,2.0,3.0,10,3.3,1125.0,0,0,2,129,35.7,51.0,4.0,4.94,4.94,4.93,4.98,4.99,4.95,4.89,6.0,6.0,0.0,0.0
55,55,55,776819.0,4096931,39.47668,-0.37992,4.0,3.0,1125,3.0,1125.0,7,18,40,306,35.7,35.0,2.0,4.75,4.84,4.72,4.85,4.79,4.94,4.74,4.0,4.0,0.0,0.0
56,56,56,782942.0,4075514,39.47384,-0.37677,2.0,3.0,10,3.3,1125.0,0,0,9,190,35.7,58.0,3.0,4.91,4.93,4.93,4.96,4.96,4.95,4.85,6.0,6.0,0.0,0.0
57,57,57,852911.0,3813918,39.45832,-0.37453,4.0,18.0,19,18.0,19.0,21,46,70,148,20.0,0.0,0.0,4.85,4.89,4.65,4.89,4.89,4.95,4.83,1.0,0.0,1.0,0.0
58,58,58,853840.0,2361433,39.47234,-0.3775,4.0,2.0,1125,3.4,1125.0,1,6,30,112,105.0,6.0,0.0,4.71,4.68,4.76,4.88,4.91,4.95,4.63,2.0,2.0,0.0,0.0
59,59,59,864794.0,3964897,39.4715,-0.37196,2.0,1.0,30,1.0,30.0,6,11,16,235,59.0,30.0,2.0,4.31,4.44,4.25,4.66,4.59,4.88,4.27,1.0,1.0,0.0,0.0
60,60,60,870353.0,4586701,39.45543,-0.39485,2.0,5.0,10,5.0,10.0,13,13,13,13,50.0,8.0,0.0,4.88,4.96,4.96,4.98,5.0,4.74,4.84,1.0,1.0,0.0,0.0
61,61,61,880307.0,4655487,39.45987,-0.38732,2.0,21.0,1125,20.9,1125.0,0,9,24,48,123.0,12.0,0.0,4.84,4.85,4.86,4.93,4.86,4.58,4.78,1.0,1.0,0.0,0.0
62,62,62,896304.0,2570450,39.5,-0.4,4.0,2.0,90,2.0,90.0,8,22,36,80,238.0,19.0,3.0,4.69,4.82,4.6,4.76,4.71,4.58,4.61,1.0,1.0,0.0,0.0
63,63,63,909800.0,4877564,39.46157,-0.33124,6.0,5.3,1125,6.1,1125.0,30,60,90,365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
64,64,64,923390.0,4966350,39.46951,-0.37527,4.0,3.0,365,3.0,1125.0,9,25,48,298,35.7,55.0,5.0,4.61,4.71,4.68,4.72,4.6,4.89,4.58,8.0,8.0,0.0,0.0
65,65,65,927457.0,4356813,39.46949,-0.37353,3.0,3.0,1120,3.0,1120.0,3,5,11,76,35.7,31.0,1.0,4.89,4.94,4.9,4.98,4.97,4.95,4.88,1.0,1.0,0.0,0.0
66,66,66,929005.0,5001171,39.46041,-0.37373,2.0,2.0,30,2.0,30.0,3,11,34,293,78.0,5.0,0.0,4.82,4.9,4.63,4.92,4.97,4.92,4.79,1.0,0.0,1.0,0.0
67,67,67,938734.0,4708020,39.46894,-0.37549,2.0,2.0,60,2.0,60.0,1,13,33,283,34.0,5.0,4.0,4.41,4.55,4.67,4.61,4.82,4.82,4.53,8.0,8.0,0.0,0.0
68,68,68,940297.0,4708020,39.47343,-0.37604,2.0,2.0,30,2.0,30.0,20,48,76,348,14.0,0.0,0.0,4.25,4.43,4.64,4.93,4.86,4.93,4.36,8.0,8.0,0.0,0.0
69,69,69,951216.0,5160585,39.4731,-0.38344,1.0,3.0,7,3.0,7.0,0,0,0,70,14.0,11.0,0.0,5.0,4.86,5.0,4.93,5.0,4.93,4.71,1.0,0.0,1.0,0.0
70,70,70,955937.0,5194762,39.47578,-0.39926,2.0,2.0,90,2.0,90.0,0,0,0,1,151.0,0.0,0.0,4.82,4.89,4.87,4.87,4.9,4.33,4.81,1.0,1.0,0.0,0.0
71,71,71,959190.0,5220094,39.5,-0.32259,6.0,7.0,45,7.2,45.0,9,12,12,140,9.0,5.0,1.0,5.0,4.78,4.56,4.78,5.0,4.78,4.56,1.0,1.0,0.0,0.0
72,72,72,960147.0,4678441,39.47753,-0.37966,2.0,2.0,1125,2.0,1125.0,5,18,43,280,35.7,38.0,2.0,4.93,4.94,4.95,4.94,4.98,4.95,4.87,1.0,1.0,0.0,0.0
73,73,73,969359.0,5128253,39.44833,-0.33492,4.0,2.0,180,2.0,1125.0,15,34,60,60,35.7,34.0,2.0,4.63,4.74,4.79,4.86,4.94,4.13,4.59,2.0,2.0,0.0,0.0
74,74,74,970809.0,5305009,39.47376,-0.37578,3.0,4.0,120,4.0,1125.0,7,27,57,275,49.0,0.0,0.0,4.61,4.65,4.59,4.9,4.84,5.0,4.61,2.0,2.0,0.0,0.0
75,75,75,983548.0,1120386,39.46527,-0.3801,4.0,3.0,1125,3.0,1125.0,9,33,63,338,35.7,56.0,4.0,4.78,4.79,4.85,4.87,4.9,4.77,4.79,1.0,1.0,0.0,0.0
76,76,76,993282.0,5456718,39.46614,-0.38086,2.0,3.0,29,2.0,29.0,8,32,59,149,152.0,39.0,2.0,4.58,4.68,4.66,4.69,4.79,4.72,4.49,1.0,1.0,0.0,0.0
77,77,77,995182.0,5318547,39.47062,-0.37194,8.0,3.0,365,3.0,1125.0,5,20,45,214,35.7,50.0,3.0,4.61,4.65,4.57,4.88,4.83,4.95,4.64,1.0,1.0,0.0,0.0
78,78,78,1043431.0,3269596,39.47344,-0.37836,4.0,5.0,21,5.0,21.0,6,11,30,209,35.7,36.0,2.0,4.78,4.79,4.63,4.92,4.95,4.91,4.77,2.0,2.0,0.0,0.0
79,79,79,1076302.0,2016540,39.47685,-0.39348,2.0,3.0,60,3.0,60.0,5,20,31,236,34.0,5.0,1.0,4.88,4.82,4.61,4.67,4.91,4.55,4.67,1.0,1.0,0.0,0.0
80,80,80,1076404.0,2869421,39.4677124,-0.384667009,2.0,2.0,10,2.0,10.0,4,13,40,315,273.0,34.0,3.0,4.81,4.88,4.86,4.87,4.94,4.77,4.78,1.0,1.0,0.0,0.0
81,81,81,1103471.0,6060427,39.48519,-0.36202,5.0,2.0,28,2.0,1125.0,2,2,2,2,142.0,25.0,1.0,4.73,4.79,4.89,4.89,4.92,4.78,4.68,1.0,1.0,0.0,0.0
82,82,82,1105407.0,6085420,39.46065,-0.37007,4.0,2.0,10,2.0,10.0,4,8,9,9,88.0,16.0,1.0,4.83,4.93,4.75,4.95,4.99,4.93,4.77,1.0,1.0,0.0,0.0
83,83,83,1105703.0,6071434,39.46516,-0.36888,5.0,4.0,30,4.0,30.0,0,1,2,2,7.0,0.0,0.0,3.86,4.14,4.14,4.86,4.86,4.57,4.14,1.0,1.0,0.0,0.0
84,84,84,1114098.0,1512611,39.47355,-0.38043,4.0,2.0,180,2.0,180.0,0,4,4,4,98.0,50.0,1.0,4.66,4.68,4.78,4.67,4.74,4.92,4.72,3.0,3.0,0.0,0.0
85,85,85,1133635.0,6218943,39.46959,-0.32917,4.0,2.0,365,2.0,1125.0,4,5,5,39,106.0,13.0,1.0,4.58,4.7,4.32,4.87,4.87,4.66,4.36,1.0,1.0,0.0,0.0
86,86,86,1145001.0,6278049,39.46043,-0.37314,4.0,2.0,1125,2.0,1125.0,2,17,41,196,132.0,36.0,2.0,4.4,4.52,4.45,4.61,4.79,4.84,4.35,1.0,1.0,0.0,0.0
87,87,87,1147656.0,6258307,39.48983765,-0.404379994,6.0,5.0,10,5.0,10.0,4,28,31,163,234.0,22.0,2.0,4.91,4.95,4.98,4.96,4.93,4.78,4.87,1.0,1.0,0.0,0.0
88,88,88,1191980.0,6516174,39.46085,-0.37638,2.0,5.0,730,4.0,730.0,24,54,80,355,262.0,2.0,0.0,4.66,4.74,4.56,4.89,4.84,4.87,4.67,3.0,1.0,2.0,0.0
89,89,89,1220708.0,3264741,39.49138,-0.37427,6.0,14.0,1125,14.0,1125.0,0,0,7,95,210.0,10.0,2.0,4.49,4.67,4.38,4.81,4.81,4.33,4.55,1.0,1.0,0.0,0.0
90,90,90,1231911.0,3701192,39.47316,-0.33541,3.0,2.0,10,2.0,10.0,0,0,0,32,56.0,3.0,2.0,4.56,4.82,4.7,4.89,4.93,4.34,4.61,4.0,4.0,0.0,0.0
91,91,91,1232560.0,5955237,39.46312,-0.37694,4.0,1.0,360,1.8,1125.0,7,26,51,68,159.0,27.0,0.0,4.84,4.87,4.75,4.91,4.87,4.84,4.75,2.0,2.0,0.0,0.0
92,92,92,1254792.0,6835647,39.46713,-0.38027,4.0,3.0,1125,3.7,1125.0,17,34,59,135,44.0,35.0,1.0,4.57,4.75,4.64,4.61,4.8,4.68,4.58,4.0,4.0,0.0,0.0
93,93,93,1263619.0,6879501,39.47109,-0.38169,4.0,3.0,730,3.0,730.0,11,41,67,88,145.0,23.0,0.0,4.69,4.79,4.73,4.84,4.79,4.77,4.63,1.0,1.0,0.0,0.0
94,94,94,1308898.0,7115413,39.48005,-0.38036,5.0,2.0,365,2.0,1125.0,5,16,39,290,35.7,46.0,2.0,4.8,4.86,4.84,4.9,4.91,4.82,4.77,1.0,1.0,0.0,0.0
95,95,95,1329697.0,7214346,39.48435,-0.35948,7.0,2.0,1125,2.0,1125.0,10,27,52,327,263.0,23.0,2.0,4.48,4.62,4.33,4.62,4.74,4.68,4.47,1.0,1.0,0.0,0.0
96,96,96,1331704.0,5824416,39.46139,-0.37657,3.0,2.0,1125,2.0,1125.0,1,4,9,12,185.0,23.0,0.0,4.64,4.82,4.88,4.78,4.85,4.86,4.7,1.0,1.0,0.0,0.0
97,97,97,1381562.0,7481013,39.47938,-0.3816,4.0,3.0,1125,4.3,1125.0,1,23,50,317,35.7,40.0,3.0,4.67,4.72,4.6,4.71,4.74,4.79,4.69,1.0,1.0,0.0,0.0
98,98,98,1391621.0,7523691,39.46842,-0.38674,2.0,5.0,1125,5.0,1125.0,0,0,0,78,51.0,0.0,0.0,4.8,4.84,4.84,4.88,4.96,4.8,4.72,1.0,1.0,0.0,0.0
99,99,99,1400077.0,727214,39.47837,-0.37671,4.0,7.0,1125,6.8,1125.0,0,0,6,55,195.0,23.0,0.0,4.87,4.9,4.9,4.93,4.95,4.98,4.88,1.0,1.0,0.0,0.0
100,100,100,1435971.0,3419118,39.47701,-0.37513,4.0,28.0,250,28.0,1125.0,3,3,3,27,13.0,6.0,0.0,5.0,5.0,5.0,4.85,5.0,5.0,4.92,1.0,1.0,0.0,0.0
101,101,101,1443990.0,7753366,39.47932,-0.38506,2.0,3.0,1125,3.0,1125.0,6,10,32,98,35.7,52.0,3.0,4.93,4.96,4.91,4.97,4.95,4.89,4.91,1.0,1.0,0.0,0.0
102,102,102,1460051.0,6871400,39.46449,-0.36583,4.0,3.0,1125,3.0,1125.0,6,17,33,240,226.0,50.0,4.0,4.77,4.85,4.81,4.76,4.83,4.9,4.78,1.0,1.0,0.0,0.0
103,103,103,1470620.0,3828810,39.45716,-0.38505,4.0,7.0,31,6.6,1022.5,8,24,45,232,48.0,14.0,2.0,4.55,4.63,4.6,4.85,4.98,4.28,4.55,1.0,1.0,0.0,0.0
104,104,104,1538774.0,8204317,39.47973,-0.37538,4.0,4.0,1125,4.0,1125.0,3,20,31,45,217.0,27.0,2.0,4.94,4.96,4.9,4.96,4.96,4.96,4.87,1.0,1.0,0.0,0.0
105,105,105,1587310.0,8286196,39.48643,-0.36135,1.0,2.0,14,2.0,14.0,6,17,31,31,67.0,17.0,0.0,4.88,4.93,4.82,4.96,4.91,4.91,4.85,1.0,0.0,1.0,0.0
106,106,106,1639276.0,8704211,39.46665,-0.37949,9.0,3.0,300,3.0,300.0,5,15,35,280,165.0,23.0,1.0,4.41,4.45,4.3,4.81,4.86,4.73,4.45,2.0,2.0,0.0,0.0
107,107,107,1658018.0,8788278,39.46878,-0.33275,1.0,3.0,90,3.0,90.0,8,38,68,159,113.0,8.0,2.0,4.76,4.76,4.64,4.85,4.9,4.76,4.71,3.0,0.0,3.0,0.0
108,108,108,1702630.0,8988014,39.46594,-0.3318,4.0,3.0,1125,2.8,180.0,17,37,63,152,115.0,1.0,0.0,4.48,4.62,4.48,4.71,4.81,4.56,4.42,7.0,7.0,0.0,0.0
109,109,109,1713200.0,8987701,39.46639,-0.33211,2.0,2.0,15,2.0,103.0,13,36,62,74,24.0,1.0,1.0,4.71,4.75,4.71,4.75,4.75,4.63,4.63,4.0,4.0,0.0,0.0
110,110,110,1715466.0,9046020,39.47097015,-0.331012011,3.0,1.0,200,1.2,200.0,9,24,50,140,158.0,32.0,1.0,4.66,4.73,4.61,4.79,4.91,4.59,4.57,2.0,2.0,0.0,0.0
111,111,111,1740732.0,8885763,39.4721,-0.40384,4.0,7.0,90,7.0,90.0,5,5,5,265,51.0,1.0,0.0,4.45,4.73,4.61,4.78,4.69,4.45,4.47,1.0,1.0,0.0,0.0
112,112,112,1740954.0,3690047,39.45926,-0.37637,5.0,60.0,365,60.0,365.0,6,12,22,203,57.0,4.0,0.0,4.6,4.72,4.7,4.81,4.86,4.82,4.7,5.0,5.0,0.0,0.0
113,113,113,1758184.0,9244329,39.463,-0.36836,3.0,4.0,90,4.0,1125.0,2,20,45,136,35.7,9.0,1.0,4.37,4.57,4.49,4.7,4.64,4.77,4.42,4.0,4.0,0.0,0.0
114,114,114,1810684.0,3197976,39.4599,-0.37549,4.0,3.0,365,3.0,1125.0,2,18,45,102,35.7,19.0,5.0,4.8,4.88,4.66,4.9,4.92,4.88,4.71,2.0,1.0,1.0,0.0
115,115,115,1830872.0,9575983,39.46482,-0.32747,7.0,2.0,1125,4.0,1125.0,11,30,57,310,35.7,15.0,2.0,4.9,4.92,4.92,4.96,4.97,4.71,4.85,1.0,1.0,0.0,0.0
116,116,116,1838698.0,9610872,39.46727,-0.40433,6.0,5.0,30,5.0,30.0,0,0,0,73,63.0,6.0,3.0,4.49,4.63,4.62,4.55,4.68,3.8,4.53,1.0,1.0,0.0,0.0
117,117,117,1842000.0,9222108,39.45848846,-0.348583996,6.0,3.0,1125,3.6,1125.0,13,28,54,298,59.0,24.0,2.0,4.86,4.9,4.9,4.95,4.92,4.95,4.83,1.0,1.0,0.0,0.0
118,118,118,1842193.0,9244329,39.46163,-0.36955,2.0,3.0,60,3.0,1125.0,9,28,54,128,58.0,0.0,0.0,4.14,4.59,4.43,4.86,4.78,4.74,4.07,4.0,4.0,0.0,0.0
119,119,119,1855456.0,3701192,39.47179,-0.34079,5.0,2.0,10,2.0,10.0,0,0,0,0,153.0,5.0,2.0,4.75,4.85,4.73,4.9,4.93,4.5,4.75,4.0,4.0,0.0,0.0
120,120,120,1895636.0,9609511,39.47343,-0.37101,5.0,30.0,60,30.0,60.0,0,0,13,288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
121,121,121,1947238.0,2037083,39.46304,-0.37031,5.0,28.0,330,12.9,360.0,3,3,3,3,49.0,1.0,0.0,4.76,4.84,4.8,4.94,4.94,4.92,4.77,9.0,9.0,0.0,0.0
122,122,122,1970631.0,2814251,39.47141858,-0.405359184,2.0,2.0,1125,2.0,1125.0,8,21,49,324,209.0,42.0,1.0,4.68,4.81,4.7,4.87,4.81,4.66,4.69,2.0,0.0,2.0,0.0
123,123,123,1991246.0,8788278,39.46837616,-0.331712991,3.0,2.0,150,2.0,150.0,26,43,50,74,69.0,17.0,1.0,4.52,4.59,4.41,4.84,4.85,4.69,4.62,3.0,0.0,3.0,0.0
124,124,124,2000011.0,1134386,39.47494,-0.38946,2.0,3.0,15,3.0,15.0,5,5,7,88,14.0,3.0,0.0,5.0,4.86,4.79,4.93,4.93,4.86,4.79,1.0,1.0,0.0,0.0
